CRC_names,CRC_pvals,CRC_pvals_adj,CRC_logfoldchanges,IBD_names,IBD_pvals,IBD_pvals_adj,IBD_logfoldchanges
MAP7D2,0.96018531,1,23.039429,ALKBH7,0.332219604,1,1.2435352
KIF12,0.96018531,1,23.514032,ST8SIA4,0.332099077,1,0.54223216
KIF13A,0.96018531,1,23.080618,POGZ,0.331858107,1,-0.04314771
KIF18A,0.96018531,1,23.911627,ZDHHC6,0.331737665,1,0.39961976
KIF24,0.96018531,1,23.713537,POC1B,0.331557054,1,-0.67262584
KIF26B,0.96018531,1,23.132866,SPTBN1,0.331406594,1,0.5210662
RGL3,0.96018531,1,22.48222,USP18,0.331346422,1,-0.8227052
LY86,0.96018531,1,24.526913,KRI1,0.331165949,1,-0.983957
LY6G6C,0.96018531,1,23.1849,DDHD2,0.330895359,1,-0.47568387
KMO,0.96018531,1,24.301813,STT3B,0.330805194,1,0.6112898
LHX4,0.96018531,1,23.85959,SNX27,0.330624912,1,-0.5117425
LDLRAD2,0.96018531,1,23.77742,MEX3C,0.330534795,1,-0.3884747
RERGL,0.96018531,1,23.183403,PIK3CD,0.330534795,1,-0.68931466
PLEKHA7,0.96018531,1,23.198317,ARL16,0.330534795,1,0.368781
LGALS12,0.96018531,1,22.800463,LPAR5,0.33029456,1,-1.6340086
SPDYE3,0.96018531,1,23.790096,ATG16L1,0.330174485,1,-0.6090065
LPO,0.96018531,1,24.33963,G6PC3,0.330174485,1,-2.0774758
LPCAT2,0.96018531,1,22.733856,UBA7,0.329964421,1,-0.47243398
SPATA18,0.96018531,1,23.757746,CALD1,0.329874421,1,-2.3746948
LRRC15,0.96018531,1,22.676123,TMEM129,0.329784436,1,-1.0003614
LMOD1,0.96018531,1,24.914474,ARL8A,0.329784436,1,-0.8575616
LMO2,0.96018531,1,23.103842,SGCB,0.329754444,1,-2.5796247
LILRA6,0.96018531,1,23.65166,MPI,0.329724455,1,-1.0987254
LINGO4,0.96018531,1,24.02405,CYP7B1,0.329694467,1,-2.5660021
LILRB5,0.96018531,1,23.569199,TRIM37,0.329604514,1,-1.184314
SPC24,0.96018531,1,23.28487,CYP2R1,0.329574533,1,-0.19991782
LIMCH1,0.96018531,1,22.565384,SCAF4,0.329424656,1,0.08610006
LRP4,0.96018531,1,23.109303,CCDC97,0.328975289,1,-0.25766122
LRRC17,0.96018531,1,22.952837,RFC3,0.328616081,1,-2.9577384
PREX2,0.96018531,1,24.09644,BCL2L13,0.328586158,1,0.08760341
SPTBN4,0.96018531,1,23.64867,TCEAL3,0.328526319,1,-1.3524122
KNG1,0.96018531,1,23.56412,EMC2,0.328436572,1,0.18154822
LTBP1,0.96018531,1,23.245806,GTF3C3,0.32837675,1,-0.4313292
SORCS2,0.96018531,1,23.490622,DESI2,0.328287031,1,-0.11066187
KRT1,0.96018531,1,23.27464,SLC25A26,0.328197327,1,1.0387342
KRT80,0.96018531,1,23.660126,LRIF1,0.328197327,1,-0.37091655
KRT81,0.96018531,1,23.145288,GOLGA3,0.327241475,1,-0.16354461
SOX11,0.96018531,1,23.080618,NPRL3,0.327181794,1,-0.7381104
SOX12,0.96018531,1,22.800463,ZMPSTE24,0.326943142,1,-0.6898346
SPINK2,0.96018531,1,23.678217,POLD3,0.326883497,1,-1.0052922
LAMA2,0.96018531,1,23.080618,WIPF2,0.326644986,1,0.6251945
LAMC2,0.96018531,1,24.135612,ORAI3,0.326615181,1,-0.2628454
SPRY4,0.96018531,1,23.8679,PPME1,0.326525774,1,-0.626699
SOX17,0.96018531,1,22.444178,TSR1,0.326287433,1,-1.1116908
REM2,0.96018531,1,23.396946,SLC35A3,0.326168305,1,0.023987876
SPOCD1,0.96018531,1,24.628414,TMEM186,0.326108751,1,-1.9153349
LCA5,0.96018531,1,23.480509,TERF1,0.325870608,1,0.9115594
MATN1,0.96018531,1,23.490622,TNRC6C,0.32581109,1,0.10850713
MATN4,0.96018531,1,24.135612,ACAD9,0.325632578,1,-2.1489017
SLC2A5,0.96018531,1,23.458817,GBP7,0.325394661,1,-2.4100618
KCP,0.96018531,1,23.245806,ZNF770,0.325037998,1,-0.10574741
SLC46A1,0.96018531,1,22.785091,POLR2M,0.324740973,1,0.070860036
SLC46A2,0.96018531,1,23.140478,MSH3,0.32450348,1,-0.16886967
MN1,0.96018531,1,22.81046,TRAFD1,0.324444125,1,-0.1513306
IQCJ-SCHIP1,0.96018531,1,24.411797,UBASH3B,0.324058486,1,0.08451209
SLC4A1,0.96018531,1,23.639961,TIMM23,0.3238806,1,-0.3579453
STON1,0.96018531,1,23.629087,KCNK6,0.32361389,1,-0.037830543
PPP1R27,0.96018531,1,23.536276,TRIM44,0.323495398,1,0.031725846
MMP17,0.96018531,1,23.128283,POLR1C,0.322814618,1,-0.5984075
MME,0.96018531,1,22.995352,S100PBP,0.322578045,1,-0.06617792
IRGM,0.96018531,1,23.484219,MFAP1,0.322312035,1,0.45905998
SLC4A4,0.96018531,1,23.185173,SSR3,0.322252941,1,1.7245889
SLC4A5,0.96018531,1,24.71303,DCAF10,0.322193854,1,-0.6577878
SLC5A10,0.96018531,1,22.86632,ZNF638,0.322016636,1,0.84206337
ISL1,0.96018531,1,23.743675,MAVS,0.321780444,1,-0.110989265
ISM1,0.96018531,1,24.241587,AUH,0.321485363,1,-0.46996272
ISX,0.96018531,1,23.89459,MFF,0.321426368,1,1.0592642
MITF,0.96018531,1,23.95472,GPX7,0.321278911,1,-0.98287773
MOCS1,0.96018531,1,23.515068,ASB8,0.321278911,1,0.49292606
STRA6,0.96018531,1,22.600718,ZNF563,0.321190459,1,-2.0661457
STRIP2,0.96018531,1,24.27808,VPS26B,0.320836807,1,0.08609761
MPEG1,0.96018531,1,23.157774,SCPEP1,0.320071435,1,-0.3757112
SLC35G5,0.96018531,1,23.801783,LAX1,0.319424746,1,1.1169491
RHOBTB1,0.96018531,1,23.788357,SPATS2,0.319307258,1,-0.7187438
SULT1B1,0.96018531,1,23.27331,PPP2R5E,0.319131079,1,0.73271096
MRAS,0.96018531,1,23.271692,ZNF880,0.318925618,1,-0.1702191
IL20RB,0.96018531,1,22.751898,ZNF160,0.318837589,1,-0.2225303
SULT1A2,0.96018531,1,23.81705,CPPED1,0.318778912,1,-0.74335366
MPP3,0.96018531,1,24.424303,HYOU1,0.318602925,1,-0.64625627
MOXD1,0.96018531,1,23.750425,SNX11,0.318368373,1,-1.4107988
PSMA8,0.96018531,1,23.808825,ATG7,0.31825114,1,-1.5834986
STXBP6,0.96018531,1,23.579432,DDX55,0.318192533,1,-1.4078039
STXBP1,0.96018531,1,23.452053,LZTS2,0.318075343,1,-28.125269
STX19,0.96018531,1,23.792662,DEFB1,0.318075343,1,-28.757912
SLC44A5,0.96018531,1,23.075207,TNFRSF12A,0.318075343,1,-28.030607
RBP4,0.96018531,1,24.27833,TOR1B,0.318016758,1,-1.3610415
MOGAT3,0.96018531,1,23.27331,PPP3CB,0.317928894,1,-0.27678877
INHBB,0.96018531,1,23.64867,ZNF669,0.317431298,1,-1.8840632
MIPOL1,0.96018531,1,24.16154,TRIM35,0.316963439,1,-1.5797819
MIOX,0.96018531,1,23.109303,DDX60,0.316963439,1,-0.040251985
SLC5A7,0.96018531,1,23.128283,S100A13,0.316846545,1,-1.8567885
SMARCA1,0.96018531,1,23.07205,PEX26,0.316437639,1,-0.32723898
KCNH8,0.96018531,1,23.908005,PPIL1,0.316320872,1,-0.7768529
MEDAG,0.96018531,1,23.19198,AGFG2,0.316204134,1,-1.1499047
SLIT1,0.96018531,1,22.681406,MAF,0.316204134,1,1.9348602
SLIT2,0.96018531,1,23.630026,LETM1,0.316145775,1,0.027320907
SLIT3,0.96018531,1,23.47139,CDK12,0.315271244,1,0.8822778
KCNJ12,0.96018531,1,23.392248,SREK1,0.315183879,1,0.94336486
ME3,0.96018531,1,22.53651,ZNF480,0.314950982,1,-0.14619544
MCTP1,0.96018531,1,23.457397,UBE2E1,0.314834576,1,0.61289185
KCNH2,0.96018531,1,23.790096,CWC22,0.314805478,1,0.060228694
KCNK7,0.96018531,1,23.852127,CHD1,0.314340165,1,1.2800052
KCNK9,0.96018531,1,22.929651,XPO1,0.313991477,1,0.6092286
RGPD8,0.96018531,1,23.636883,AGR3,0.313962431,1,-3.7787874
PPT2,0.96018531,1,22.459501,DHDDS,0.313962431,1,-0.97914463
KCNMB4,0.96018531,1,23.631805,IPO7,0.313817228,1,-0.37983134
PPT2-EGFL8,0.96018531,1,23.28144,CPSF2,0.313788193,1,0.11349688
KCNS3,0.96018531,1,23.676813,CEP89,0.31375916,1,-1.5846804
KCNH3,0.96018531,1,23.582678,NUDT3,0.313584996,1,-0.07347945
MEIS1,0.96018531,1,24.051304,ZNF655,0.313584996,1,0.93502694
ITGB1BP2,0.96018531,1,23.490547,R3HDM1,0.313236859,1,-0.2269889
MIA,0.96018531,1,23.648174,APOL1,0.31312087,1,-1.2647245
STEAP1B,0.96018531,1,23.885502,NUP214,0.31294694,1,-0.26237926
ITGB5,0.96018531,1,23.8679,MTG2,0.312715132,1,-0.041353665
ITGB6,0.96018531,1,24.610205,SLC35A5,0.312657197,1,-1.3594371
ITIH3,0.96018531,1,23.592644,UBXN2A,0.31259927,1,-0.5154336
SLC6A11,0.96018531,1,23.060507,SLC30A5,0.312425531,1,-0.23100376
SLC6A4,0.96018531,1,23.735125,MON1B,0.312078242,1,-0.59626734
STARD6,0.96018531,1,23.409603,SERTAD2,0.312020386,1,-0.45455727
STARD13,0.96018531,1,23.294157,ZDHHC21,0.311962536,1,0.070398435
MEIS2,0.96018531,1,23.745049,SLCO4A1,0.311904694,1,-2.0215702
PRSS1,0.96018531,1,24.478222,MED31,0.311731209,1,0.4801877
RGSL1,0.96018531,1,23.709017,PDXDC1,0.311124512,1,0.31836298
MGARP,0.96018531,1,23.27464,MTMR9,0.31066279,1,0.09851698
MEX3B,0.96018531,1,23.157763,PEX19,0.310172707,1,-0.31247216
KCND3,0.96018531,1,22.48222,MRPL45,0.310115083,1,-0.13371122
MEOX2,0.96018531,1,24.231081,FXYD2,0.310057467,1,-2.6621375
MEIS3,0.96018531,1,22.751898,PUM2,0.309913457,1,0.2786534
PARS2,0.96018531,1,23.800274,RNF44,0.309884661,1,0.13541041
RETN,0.96018531,1,23.333897,CCDC28B,0.309884661,1,-2.9016767
FOXD2,0.96018531,1,23.382128,AP4B1,0.309539239,1,-1.3461035
RAB6B,0.96018531,1,23.291576,ADIPOR2,0.309222826,1,-0.44808915
PDE8B,0.96018531,1,24.71303,AP3M1,0.309079072,1,-0.17437601
GAB2,0.96018531,1,23.290161,CYB5D2,0.30876297,1,-0.35264537
PCSK9,0.96018531,1,23.563297,KIAA0232,0.30870552,1,-0.5442673
GABBR2,0.96018531,1,23.983065,RAB3GAP2,0.3085045,1,-0.23371184
RSPH9,0.96018531,1,23.692652,RENBP,0.308389671,1,-0.09458884
SCARA5,0.96018531,1,23.920376,FBXO6,0.308360968,1,-0.20744292
FRMD5,0.96018531,1,24.235037,AGPAT1,0.308160096,1,-0.95318556
PLSCR4,0.96018531,1,22.80542,WDR13,0.308160096,1,-0.32106242
FRMD3,0.96018531,1,23.45556,ZNF44,0.30810272,1,0.17810972
RAI2,0.96018531,1,22.444178,CLIP1,0.30790196,1,1.037037
TLR3,0.96018531,1,24.286394,TBC1D2B,0.307701287,1,0.011713576
GABRP,0.96018531,1,23.18216,BMPR2,0.307328837,1,-0.62908274
FRK,0.96018531,1,22.677176,P2RX5,0.307300199,1,-0.20641656
PLEKHH1,0.96018531,1,23.790096,SIN3A,0.30724293,1,-0.16247153
PCDH7,0.96018531,1,23.713745,CTC1,0.306727818,1,-0.9148363
PIPOX,0.96018531,1,22.19531,MLYCD,0.306441893,1,-0.9879349
SAMD11,0.96018531,1,24.35892,CEPT1,0.306441893,1,-0.19787537
SAMD14,0.96018531,1,23.961527,BUD13,0.306327572,1,-1.2539294
FPR1,0.96018531,1,23.656404,VPS11,0.306327572,1,-1.0930749
RRAGD,0.96018531,1,24.088467,FURIN,0.306041894,1,0.534229
SASH1,0.96018531,1,23.790096,TP53I11,0.306013336,1,-2.2224178
FPGT-TNNI3K,0.96018531,1,22.886187,ZNF37A,0.305927672,1,-0.279956
FNDC4,0.96018531,1,23.515068,SH2B1,0.305870572,1,-0.21627443
PDE10A,0.96018531,1,23.456568,PRKCD,0.305442545,1,-2.6050353
TLR4,0.96018531,1,23.052633,SETDB2,0.304530749,1,0.097390436
PLP1,0.96018531,1,24.473309,DPP9,0.304160849,1,-0.49432784
TINAG,0.96018531,1,22.929651,EXOC4,0.303990226,1,-0.018335888
SAPCD2,0.96018531,1,23.170845,PINX1,0.303450341,1,-0.08147548
GAS2,0.96018531,1,23.633589,NUP188,0.303308372,1,-0.514668
RNF223,0.96018531,1,23.18216,COX16,0.303138067,1,-0.74650055
TM4SF20,0.96018531,1,23.11857,RPE,0.303081313,1,-1.0997185
GATA2,0.96018531,1,23.676813,TBC1D22A,0.302684232,1,-0.35410163
S100A12,0.96018531,1,22.751793,UBR4,0.302570844,1,-0.42730814
TMEM139,0.96018531,1,22.48222,DEXI,0.302514161,1,-1.069957
RUNX1T1,0.96018531,1,24.360909,TNK2,0.302457485,1,-0.84455
PCDHGA10,0.96018531,1,25.150074,DOCK8,0.302400815,1,1.6064624
PLCB4,0.96018531,1,23.186304,USP48,0.302315824,1,0.82375026
PITPNM3,0.96018531,1,23.447283,GTF2IRD2,0.30223085,1,-0.91674775
PLCB1,0.96018531,1,22.444178,THOP1,0.30223085,1,-1.9555814
FZD1,0.96018531,1,24.474314,MREG,0.302174209,1,-1.8324724
TMEM158,0.96018531,1,23.592327,DBT,0.302117575,1,-1.0702202
ROR2,0.96018531,1,23.629087,RRP9,0.302060948,1,-0.95762455
PGF,0.96018531,1,23.186304,RRM1,0.301438518,1,-0.2585469
TM4SF18,0.96018531,1,23.811277,ZC3H6,0.30132544,1,0.078321435
FOXA1,0.96018531,1,23.453438,DYRK4,0.301184133,1,-0.37762973
FOXA2,0.96018531,1,23.16321,MBIP,0.301155877,1,0.14421757
RUSC2,0.96018531,1,23.46349,LRPPRC,0.301099371,1,-0.649116
TMEM145,0.96018531,1,23.046164,SMIM20,0.301099371,1,0.4591833
GINS1,0.96018531,1,22.385609,NCAPD2,0.300986378,1,-2.1315415
RAD54B,0.96018531,1,23.143982,ZCCHC2,0.300958134,1,-0.602614
FZD7,0.96018531,1,23.813932,CENPT,0.300562908,1,-0.37249547
TLL2,0.96018531,1,22.681406,POLR3D,0.300224417,0.999227584,-0.5135923
SCARF1,0.96018531,1,23.97991,GLO1,0.300139834,0.999176083,0.75742334
RTN4RL2,0.96018531,1,22.00062,ABCB7,0.300139834,0.999176083,-0.56122833
RAB40AL,0.96018531,1,23.764473,IKBIP,0.299886181,0.998791617,-0.28076643
FSCN2,0.96018531,1,22.604067,OARD1,0.299773492,0.998646349,0.62553704
FOXA3,0.96018531,1,23.547272,KIFAP3,0.299463744,0.998074413,-0.8426191
PLA2G1B,0.96018531,1,22.845974,ARHGEF12,0.299351161,0.997929232,0.33632797
TMEM130,0.96018531,1,23.328228,ITGB3BP,0.29929488,0.997929232,0.021373866
PLXNA2,0.96018531,1,23.505875,CEP290,0.29929488,0.997929232,-0.12939703
PELI2,0.96018531,1,23.26989,DVL2,0.298704357,0.996462296,-1.6092353
SESN2,0.960426121,1,-1.3744166,WDR82,0.298676256,0.996462296,0.559597
KCTD9,0.961341234,1,-1.317853,PPP2R5D,0.2984796,0.996172221,-1.9185351
MCF2L2,0.961437565,1,-1.3092116,ATF6,0.298395346,0.996120967,0.053835534
FANCM,0.96187106,1,-0.20511308,ARNT,0.298283031,0.995975996,-0.95713866
TP53INP1,0.961919227,1,-1.2334515,HIBCH,0.298226884,0.995975996,0.4891874
GZF1,0.962063728,1,-0.07132947,IRAK2,0.298086548,0.995779879,-1.454265
PPM1N,0.962063728,1,-0.58699137,GCH1,0.297777965,0.994978926,-0.42411298
C1orf54,0.962160063,1,-0.6415695,PRPF4B,0.297329496,0.993710092,1.1379371
ZNF778,0.962256398,1,-0.5438098,TMEM218,0.297105432,0.993190829,0.08366812
SLC39A14,0.962352734,1,-1.1649412,CHD3,0.296937457,0.992952465,0.5297527
RNF32,0.962352734,1,-0.4354244,DRAM2,0.29688148,0.992952465,0.7101126
LRRC69,0.962352734,1,-1.2248334,NXPE3,0.29671359,0.992799142,-0.40980417
ABTB2,0.962449071,1,-0.74365073,DRG1,0.296545764,0.992467282,0.22053991
SNTA1,0.962545408,1,-0.8358237,GPATCH11,0.296378002,0.992135482,-0.83652127
USP54,0.962641746,1,-0.9436017,PCMTD1,0.296210303,0.991803741,0.80335313
DERL3,0.962641746,1,-0.80276656,SPSB2,0.295986802,0.991284964,-1.3163967
NLK,0.962641746,1,-1.2934474,SLC35A1,0.295958873,0.991284964,-0.32616237
POLN,0.962641746,1,-1.3546549,RBM26,0.295595949,0.990434816,0.38113415
SLC25A16,0.962786253,1,-0.45379505,RELL2,0.295568044,0.990434816,-2.7422955
PHF10,0.963267954,1,-0.91368175,TSHZ2,0.29548434,0.990434816,-0.24284181
TRMT11,0.963749667,1,-0.8789265,ARHGAP27,0.29531698,0.990188519,-0.28592187
BRCA2,0.963846012,1,-0.72208834,C1orf52,0.295177561,0.989950633,0.058624152
ATXN1L,0.964520437,1,-0.901786,TRMU,0.295149683,0.989950633,-0.94409424
VPS13A,0.964713135,1,-1.3910688,HACL1,0.294982449,0.989755454,-0.17168233
TAF13,0.964809484,1,-0.79539704,TMEM63A,0.294926719,0.989755454,-0.1283414
ERLIN1,0.96529124,1,-0.5917005,MRRF,0.294870996,0.989755454,-0.7929737
NETO2,0.965387592,1,-1.2706882,NOP2,0.294703868,0.989509644,-1.7734565
HSDL2,0.965869363,1,-1.3676577,EMC1,0.294592485,0.989365423,-1.5331498
DIAPH2,0.965869363,1,-0.87668365,MZF1,0.294536804,0.989365423,-1.3758686
HYPK,0.966062075,1,-1.0360126,CXCL1,0.29448113,0.989365423,-28.191496
PNMA5,0.966158432,1,-1.0868375,TMEM70,0.29448113,0.989365423,0.5412611
C2CD3,0.966158432,1,-1.2012807,MAL2,0.29448113,0.989365423,-28.018175
PIK3R4,0.966543863,1,-0.8820406,PRSS3,0.29448113,0.989365423,-28.130571
FANCD2,0.967025663,1,-0.95456904,ACVR2B,0.29448113,0.989365423,-28.120428
ZNF280C,0.967025663,1,-1.2964611,GGCX,0.294008187,0.989011252,-0.02401099
GABPB2,0.968663874,1,-1.1042451,CA11,0.293869182,0.988773712,-1.6644412
CCDC18,0.968712058,1,-0.72819304,TMEM156,0.293869182,0.988773712,0.38261122
ZHX3,0.969434842,1,-0.39687163,ANKHD1,0.293758011,0.988773712,0.112409666
MMAA,0.969531215,1,-0.43015352,PCGF1,0.293591307,0.988759169,-1.2423819
ASCC3,0.969531215,1,-1.47092,ZNF143,0.293258088,0.987867065,0.059957907
PLK4,0.969531215,1,-0.41020268,BNIP3L,0.293174823,0.987816732,0.9488895
PRDM15,0.969627589,1,-0.38130674,CD2AP,0.292925124,0.987205464,-1.0362148
ERBB2,0.969723963,1,-1.0993283,PHF23,0.292758737,0.986874754,-1.6684121
PKIG,0.969723963,1,-1.2422754,TMEM9,0.292647848,0.986731012,-1.3021913
CHRNA6,0.969820337,1,-0.72649777,CPM,0.292592413,0.986731012,-0.6868182
CPEB3,0.969820337,1,-1.0230377,SEC22A,0.292370747,0.986256712,-0.6383547
TSTD3,0.969820337,1,-0.722003,FBXW7,0.292093824,0.985552509,-0.122272335
TCFL5,0.969820337,1,-0.65066004,HMGCL,0.291955428,0.985315494,0.29351413
ASAH2B,0.969820337,1,-0.67881477,AKAP8L,0.291761748,0.984891746,-0.1818437
AGO4,0.969916712,1,-0.5305939,FAM160A2,0.291651112,0.984748197,-0.72775626
NEURL2,0.969916712,1,-0.7838324,CHIC2,0.291623458,0.984748197,0.73944074
TWSG1,0.969916712,1,-0.54305303,MRPL47,0.291457568,0.984554559,1.053864
RALGPS2,0.969916712,1,-0.8406307,WDR77,0.291181226,0.983850937,-1.4260832
KANK2,0.969916712,1,-0.97361237,RAB11FIP4,0.291153601,0.983850937,-0.9268993
SGSM1,0.969916712,1,-1.0108194,NPEPL1,0.291125978,0.983850937,-0.77409196
ADAMTSL5,0.969916712,1,-0.83454204,PACSIN2,0.291125978,0.983850937,-1.5137984
ALS2,0.969916712,1,-1.1264584,SKAP2,0.291098357,0.983850937,0.11638063
POLR1B,0.969916712,1,-0.9906267,GDAP2,0.291043121,0.983850937,-0.73665136
MCTP2,0.969916712,1,-1.273467,PRELID2,0.291015505,0.983850937,-1.2517594
C4orf36,0.969916712,1,-1.2535669,CYTH1,0.290877453,0.983850937,1.021234
NEU3,0.969916712,1,-0.90367883,MED12,0.290794643,0.983850937,-1.1994283
KIAA1328,0.970205839,1,-0.80708724,NF2,0.290711848,0.983850937,-0.14775153
NIPAL3,0.970591348,1,-1.2678566,EXOSC5,0.290684254,0.983850937,-1.4361165
ARHGAP17,0.970735916,1,-0.7155525,PPP2R2B,0.290656661,0.983850937,0.24406064
BCL2,0.970832295,1,-1.7000011,PPIF,0.290656661,0.983850937,-0.8925704
F8,0.971266006,1,-0.3189692,FHOD1,0.290573893,0.983850937,-1.2780719
TTC39B,0.971410578,1,-1.4216869,RNF24,0.290463561,0.983850937,-1.4107122
HPS5,0.972615382,1,-1.0914088,KDM5C,0.29038083,0.983850937,-0.48465714
SOS2,0.972808156,1,-1.0304956,RFC5,0.29024298,0.983850937,-1.3780967
ISYNA1,0.97319371,1,-0.9557858,PRKCI,0.289967413,0.983657641,-1.3120561
GINS4,0.973386489,1,-0.71936905,RRP1,0.289774622,0.983234329,-0.48030472
SMCR8,0.97357927,1,-1.1987945,TOP2B,0.289719554,0.983234329,0.08535408
DNAJC27,0.973772052,1,-0.9359172,FAHD2A,0.28960944,0.983135309,-0.9573869
ZDHHC20,0.973772052,1,-1.0755407,KCTD10,0.289581916,0.983135309,-1.7736613
CHM,0.974591394,1,-1.1364647,SKIV2L,0.289361787,0.982756098,-1.8778375
ATL2,0.975507161,1,-0.7225812,AAMDC,0.289279267,0.982706683,-0.6454397
NHLRC3,0.975892756,1,-1.4313619,CAMK2G,0.289169266,0.982563865,-0.07632813
SLC16A13,0.976808568,1,0.473638,EBAG9,0.288949348,0.982047408,0.2409211
FRY,0.976904972,1,0.07419968,PHF5A,0.288784483,0.981717861,0.5354849
NRSN2,0.977001375,1,-0.2373943,PUS7L,0.288619682,0.981388374,0.6268081
ITPRIPL2,0.977001375,1,0.17149855,NCOA7,0.288180523,0.980125617,0.04819436
MEGF8,0.977001375,1,-0.08894007,ATP2A3,0.287988532,0.979703106,0.31235412
KLHL26,0.977001375,1,-0.023668205,DTX2,0.287961112,0.979703106,-1.2518358
CDKL5,0.977097779,1,-0.74824053,SH3TC1,0.287851449,0.979697799,-0.7677245
PM20D1,0.977097779,1,-0.9191955,UBXN11,0.287796628,0.979697799,-0.2822876
TIMD4,0.977194183,1,-0.19373961,RCE1,0.287741814,0.979697799,-1.0480833
RAP1GAP2,0.977194183,1,-0.09173767,KCTD5,0.287577415,0.979643452,-0.61810565
FBXW9,0.977194183,1,-0.7291291,TMEM38B,0.28746785,0.979545175,-1.0837842
ADCK1,0.977194183,1,-0.98073125,PCBP1,0.287413078,0.979545175,1.5069767
ZNF597,0.977194183,1,-0.44228274,TMCO4,0.287303556,0.979447021,-1.12768
MYO10,0.977194183,1,-0.41546717,B3GNT2,0.287194062,0.979304658,0.5092811
ZNHIT3,0.977242385,1,-1.805425,RNF135,0.287139326,0.979304658,-0.7519488
SYK,0.977290587,1,-0.58214647,PDS5A,0.287084596,0.979304658,0.3671303
ZNF674,0.977290587,1,-0.37404224,SPPL2B,0.286756367,0.978504498,-2.8493295
LYPD3,0.977290587,1,-0.9957534,NAPG,0.286756367,0.978504498,0.09054201
CYB5RL,0.977290587,1,-0.27788574,C1orf216,0.286701687,0.978504498,-3.0627513
ZNF554,0.977290587,1,-1.1511872,KRAS,0.286647014,0.978504498,0.6738769
HIC1,0.977290587,1,-1.196064,ALG12,0.286592348,0.978504498,-1.3127717
ATP8B1,0.977290587,1,-1.2477555,IARS2,0.286537689,0.978504498,0.06872382
ENTPD7,0.977290587,1,-1.064282,TK2,0.286483037,0.978504498,-1.1771977
CDKL4,0.977290587,1,-1.3320792,MRPL48,0.286483037,0.978504498,0.034783855
PNPLA8,0.977290587,1,-1.2978408,BUB3,0.286373754,0.978504498,1.9755268
PRRT2,0.977290587,1,-1.1821582,TARBP2,0.2862645,0.978504498,-1.1666815
CCNI2,0.977290587,1,-1.0115818,UNG,0.28623719,0.978504498,-0.42895612
HK2,0.977290587,1,-0.41336864,RHBDD1,0.286209883,0.978504498,-0.6263376
NUDT13,0.977290587,1,-0.82249916,MRPS27,0.285827763,0.978105986,-0.02389022
MTSS1,0.977290587,1,-1.0353243,EIF2S3,0.285800481,0.978105986,1.3785868
HOMER2,0.977290587,1,-1.2287081,OLA1,0.285773202,0.978105986,1.007069
CDAN1,0.977290587,1,-1.6541433,GBA,0.285500505,0.977680319,-1.5768957
ZNF615,0.977290587,1,-0.9127115,C12orf73,0.285500505,0.977680319,-0.8357737
ALDH5A1,0.977290587,1,-0.6528134,C1GALT1C1,0.285282475,0.977396687,-0.049612638
ANO10,0.977290587,1,-1.0931492,ITGB7,0.285227985,0.977396687,-0.04155235
ZNF839,0.977290587,1,-0.69960475,UNC50,0.284846751,0.976829775,0.211287
GBGT1,0.977290587,1,-0.45118693,CYSLTR1,0.284683471,0.976501453,-0.672004
CLPB,0.977290587,1,-1.8508887,PUS1,0.284656264,0.976501453,-0.7149916
CCDC171,0.977290587,1,-0.55996853,BLCAP,0.284629058,0.976501453,0.030814875
ZNF726,0.977290587,1,-0.9993868,NPHP3,0.28430273,0.975890046,-0.5622622
SLC45A4,0.977290587,1,-1.1734422,NQO1,0.284166835,0.975655213,-0.86481696
NANOS1,0.977290587,1,-0.75380033,FAM210B,0.283976655,0.975233844,-0.32103005
ZNF41,0.977290587,1,-1.1661079,HDAC5,0.283813713,0.974905836,-1.9217046
ALG10B,0.977290587,1,-1.0731789,COA1,0.283488018,0.97401848,0.5406723
TRPM3,0.977290587,1,-1.3581865,REV3L,0.283488018,0.97401848,0.02047696
TTLL5,0.977435194,1,-0.8921113,HDAC6,0.283271029,0.973735743,-2.1472325
SGPL1,0.977724411,1,-0.9844255,USP47,0.282918661,0.972755768,0.78825814
SLC25A53,0.978110038,1,-0.9773485,TUBB2A,0.2828103,0.972614491,-1.0794728
TRIM65,0.978977717,1,-1.2428604,PUS3,0.2828103,0.972614491,-0.92394453
GIMAP5,0.97936336,1,-0.247931,RNF220,0.282729048,0.972614491,-0.5668324
ANXA2R,0.97936336,1,-1.2316297,KDM2B,0.282431258,0.972004554,0.33860406
CXCR5,0.979556183,1,-0.71674883,RARS2,0.282160725,0.971304705,-0.050242823
DDX21,0.979652596,1,-1.906591,RASGRP2,0.282079599,0.971256691,-0.46333107
TONSL,0.980038247,1,-1.06835,RNF41,0.280514278,0.966787945,-0.41812575
RNF157,0.980134661,1,-0.728514,GCDH,0.280406543,0.966647066,-0.082983226
PLCE1,0.980423903,1,-0.47336173,PPP1R21,0.280244992,0.966320558,-0.3981165
SETBP1,0.980423903,1,-0.81375676,ZNF292,0.279975882,0.965622927,1.3800943
ZNF510,0.980809564,1,-1.3491824,CREBZF,0.279814501,0.965296601,-0.29288065
TAF1A,0.980809564,1,-1.4413706,SHQ1,0.279491927,0.964413911,-1.8044049
CCDC6,0.982062992,1,-1.3614453,RNF40,0.279384459,0.964273218,-2.1189725
FAM13A,0.982304041,1,-0.6420167,IFNAR1,0.279330735,0.964273218,-0.056274906
